first_name,last_name,birth_date
Khatoun,Gimbel,6/8/1963
Suzette,Jullig,8/15/1959
Shridhar,Baumann,1/22/1954
Arlette,Braunschweig,9/12/1952
Zhongwei,Valette,10/19/1958
Marc,Papsdorf,8/28/1959
Toney,Anguita,6/5/1955
Emdad,Heuter,3/21/1957
Yaghout,Skrikant,7/15/1963
Feixiong,Picel,9/23/1959
Kellie,Griswold,9/10/1956
Thanasis,Rosay,1/10/1961
Lenore,Hebert,9/4/1959
Sergi,DuBourdieux,7/31/1954
Gro,Chachaty,7/8/1954
Hercules,Turnbull,11/16/1952
Mart,Fritzsche,8/13/1963
Bernt,Hanratty,11/4/1961
Kensyu,Erdi,3/28/1958
Vitali,Tanemo,6/26/1954
Hideyuki,Shrader,3/16/1961
Marc,Ranon,2/9/1961
Jeanna,Krichel,4/30/1958
Visit,Jansen,4/1/1959
Erzsebet,Bennet,1/10/1959
Augustine,Matzov,6/15/1955
Mostafa,Perl,9/25/1957
Debaprosad,Ranum,6/26/1962
Udo,Sommer,6/8/1957
Duke,Cappello,11/12/1960
Nalini,Castellani,5/9/1954
Kish,Speek,1/31/1963
Tsz,Dratva,8/24/1961
Phillip,Tokunaga,11/14/1954
Lena,Ranta,1/15/1963
Patricia,Rando,10/23/1952
Jahangir,Cesareni,11/21/1963
Bingning,Zolotykh,10/30/1952
Kenroku,Kaiser,12/10/1954
Shakhar,Ventosa,8/13/1962
Basem,Perz,9/25/1964
Mara,Schlenzig,5/15/1958
Gianluca,Bail,6/1/1952
Janalee,Matzke,9/22/1953
Berto,Jahnichen,5/1/1963
Demos,Aloia,5/27/1952
Syozo,Merle,7/29/1955
Divier,Junet,8/12/1954
Mats,Gomatam,2/5/1962
Xiaoheng,Androutsos,8/16/1954
Yinghua,Conry,7/4/1962
Taizo,McConalogue,11/7/1961
Margo,Lakshmanan,2/13/1963
King,Yurek,8/7/1960
Harjit,Stavenow,9/12/1959
Teunis,Pietracaprina,7/23/1963
Debatosh,Bednarek,8/28/1953
Gadiel,Egerstedt,2/29/1956
Adel,Falco,7/26/1957
Minghong,Baranowski,8/22/1961
Chaitali,Henders,12/9/1960
JoAnne,Comellas,8/15/1956
Marke,Paciorek,8/22/1957
Chenye,Shackell,3/4/1954
Danae,Hutter,5/8/1961
Goo,Schmiedel,8/9/1963
Qingxiang,Pouyioutas,3/11/1964
Aamod,Walston,3/19/1952
Junsik,Deville,12/12/1959
Mario,Bernatsky,8/20/1955
Kwangho,Schnelling,4/22/1961
Diederik,Olano,5/10/1953
Jouko,Merkl,3/19/1952
Marjo,Morrow,9/13/1963
Lorien,Yavatkar,11/21/1952
Salvador,Gils,2/13/1960
Premal,Francisci,6/4/1959
Moie,Azevdeo,3/17/1954
Lakshmi,Servieres,12/13/1964
Froduald,Socorro,10/15/1962
Vatsa,Lunn,6/13/1963
Bilhanan,Riexinger,7/6/1952
Chaitali,Greibach,6/8/1957
Hironoby,Melichar,12/31/1952
Boguslaw,Zumaque,10/12/1953
Yishai,Angiulli,2/9/1956
Parke,Schauser,5/4/1954
Matk,Valtorta,8/22/1952
Breannda,Orlowska,8/5/1958
Panayotis,Osgood,10/30/1957
Girolamo,Comellas,1/7/1963
Huai,Henders,3/1/1955
Jinya,Brodal,12/18/1955
Leandro,Blokdijk,6/4/1964
Mahendra,Marchesini,6/10/1957
Hilary,Kropatsch,1/18/1958
Jahangir,Scallan,6/18/1956
Otmar,Schade,8/6/1954
Satyanarayana,Demke,3/14/1963
Giao,Ventosa,11/29/1962
Turgut,Bernardeschi,8/4/1964
Satoru,Dengi,9/23/1953
Radhia,Griswold,6/21/1963
Raimond,Thombley,2/1/1956
Naftaly,Swiler,6/19/1958
Marsha,Hanabata,6/27/1964
Shigenori,Panienski,7/21/1954
Niranjan,Bale,5/17/1953
Satosi,Litzkow,5/20/1962
Ortrud,Swist,10/20/1956
Ger,Ruemmler,11/29/1961
Nakhoon,Butner,5/25/1954
Weicheng,Welham,12/29/1952
Tamiya,Waterhouse,4/14/1955
Kristin,Cochrane,4/20/1962
Jaana,Chinin,3/14/1963
King,Farris,7/5/1953
Sukumar,Baar,12/7/1964
Weidon,Yoshizawa,9/25/1956
Leszek,Plesums,3/2/1957
Kannan,Gniady,10/23/1952
Mandell,Undy,6/8/1958
Divier,Katiyar,5/12/1954
Demos,Belinskaya,6/8/1954
Hongzue,Ritzmann,6/27/1963
Henk,Ellozy,12/31/1954
Kwangjo,Rosenbaum,10/22/1961
Roded,Snedden,9/22/1955
Duke,Dolinsky,12/11/1953
Zhongwei,Snedden,8/26/1954
Thodoros,Peltason,3/28/1960
Avishai,Velasco,10/5/1954
Leni,Assaf,11/16/1963
Salvador,Gaughan,2/25/1959
Lidong,Rahier,5/16/1952
Boalin,Brookman,11/27/1957
Oscar,Byoun,9/13/1962
Dipankar,Junot,7/26/1959
Lein,Feldmann,8/9/1961
Sanjeeva,Merel,10/30/1962
Tadahiko,Flexer,3/4/1961
Uta,Ventosa,1/8/1963
Shuji,Menhoudj,12/2/1952
Samphel,Iacovou,2/18/1959
Yongdong,Theuretzbacher,3/25/1958
Shridhar,Blokdijk,1/13/1962
Poornachandra,Wilharm,1/25/1965
Kasidit,Vigier,4/21/1963
Subhankar,Famili,6/21/1958
Gunilla,Heping,4/7/1952
Premsyl,Nergos,12/13/1957
Soenke,Birta,5/2/1964
Christ,Dayana,4/20/1961
Ravishankar,Otillio,11/24/1960
Maia,Nergos,12/5/1953
Mayuko,Kulisch,5/16/1954
Rosalyn,Shihab,10/8/1964
Shunichi,Rissland,12/19/1960
Sadegh,Azadmanesh,12/3/1955
Panayotis,Thibadeau,8/4/1952
Satoru,Zucker,4/18/1953
Shem,Peir,4/28/1952
Dekang,Heydon,1/23/1959
Yahiko,Kriebel,4/12/1963
Yucel,Neiman,8/20/1961
Gererd,Albarhamtoshy,11/6/1957
Keiichiro,Terekhov,11/2/1953
Sanjeeva,Kowalchuk,8/17/1952
Saeko,Alencar,7/29/1956
Shem,Buescher,12/12/1956
Leah,Bellone,12/12/1964
Ziva,Brookner,8/25/1961
Dulce,Radivojevic,10/20/1954
Zeljko,Rebaine,6/8/1964
Marsha,Luby,1/2/1958
Leon,Baaz,11/4/1962
Sukumar,Leivant,11/3/1962
Erez,Borstler,12/3/1959
Kazuyasu,Lundstrom,3/10/1962
Ortrud,Lamma,4/2/1957
Jingling,Pramanik,4/24/1958
Koichi,Billawala,4/1/1959
Barun,Fiutem,4/13/1958
Etsuo,Kuszyk,9/25/1962
Leucio,Parveen,6/22/1963
Werner,Nitsche,8/31/1962
Phule,Schapiro,7/22/1959
Sugwoo,Melter,7/8/1952
Ramalingam,Eldridge,6/30/1964
Pranav,Schreiter,12/19/1958
Dines,Pezzoli,8/6/1953
Sampalli,Luit,7/11/1955
Jeanne,Jording,10/29/1960
Matk,Ghelli,3/21/1960
Gilbert,Fairtlough,12/17/1963
Elgin,Gewali,6/21/1958
Shen,Zaccaria,12/16/1955
Spyrose,Koshino,3/28/1956
Uinam,Fairtlough,5/21/1956
Elzbieta,Iisaku,7/5/1958
Arvin,Shiratori,10/21/1963
Chinho,Kalefeld,8/27/1958
Kwangyoen,Edelhoff,8/4/1955
Hugo,Linares,7/31/1954
Jayesh,Zaumen,2/25/1954
Ishfaq,Randt,8/26/1956
Kish,Brobst,12/27/1960
Vishv,Haumacher,7/31/1953
Giri,Mukaidono,12/31/1964
Nirmal,Ramsey,11/2/1959
Vugranam,Steenbeek,8/19/1963
Taisook,Heydon,6/9/1957
Herb,Nastansky,7/2/1962
JoAnna,Silva,8/15/1958
Xinglin,Bonifati,7/23/1962
Florina,Peak,9/18/1964
Xinglin,Ponthieu,2/22/1960
Sachar,Francisci,5/27/1964
Brigham,Maquelin,5/1/1962
Moie,Chorvat,8/20/1964
Sibyl,Glowinski,9/11/1962
Udo,Lung,10/9/1954
Vishwani,Herber,10/2/1955
Hideyuki,Ramsak,10/27/1954
Paris,Apsitis,3/13/1954
Saniya,Eugenio,6/15/1953
Ashish,Knightly,9/25/1953
Arfst,Soicher,7/16/1956
Christoper,Duclos,7/24/1963
Rasiah,Caine,1/14/1957
Dmitri,Back,7/4/1961
Naftali,Czap,3/13/1952
Subhada,Delaune,12/21/1957
Takahiro,Lortz,1/23/1956
Tsz,Birjandi,10/14/1954
Vitali,Willoner,11/11/1961
Kokou,Krichel,7/15/1956
Badri,Trogemann,3/10/1953
Eric,Fontan,12/31/1964
Shir,Provine,4/4/1959
Genta,Schreiter,9/29/1953
Eben,Bellmore,4/26/1958
Miyeon,Halloran,3/22/1954
Sanjoy,Terlouw,8/18/1952
Frederique,Erev,4/21/1952
Honglan,Garigliano,4/11/1961
Renee,Demke,2/25/1955
Sanjai,Biran,4/23/1952
Jiang,Neimat,7/25/1957
Elzbieta,Stellhorn,10/28/1962
Mayuko,McAffer,8/10/1954
Susuma,Beznosov,2/15/1955
Parke,Fujisaki,4/19/1960
Saeko,Azulay,7/4/1960
Zhaofang,Leslie,5/27/1963
Mart,Peris,12/27/1952
Gladys,Heinisuo,1/26/1954
Subhrajyoti,Gien,11/19/1964
Aran,Kinley,12/23/1954
Arlette,Wegerle,1/18/1964
Georgi,Kusakabe,5/18/1964
Ugo,Rosenbaum,11/4/1957
Saeed,Scallan,7/23/1961
Karoline,Rindone,2/21/1955
Kiam,Gente,7/1/1952
Hironoby,Setia,7/14/1957
Sibyl,Eterovic,7/2/1952
Macha,Morrey,3/29/1961
Lijie,Mamelak,7/29/1959
Chuanyi,Staelin,1/10/1961
Sumant,Baalen,3/19/1962
Domenico,Bernatsky,4/12/1958
Uinam,Orlowska,12/31/1959
Masaki,Brickell,4/2/1953
Nitsan,Vecchi,12/3/1960
Along,Slobodova,5/17/1964
Adam,Zucker,11/9/1961
Dhritiman,Munck,9/7/1952
Giap,Rahier,3/14/1957
Jinpo,Rajaraman,1/21/1954
Gil,Atchley,1/9/1954
Barun,Peres,3/30/1954
Manohar,Pettit,12/13/1959
Mads,Improta,6/17/1963
Szabolcs,Ratnaker,4/11/1963
Serge,Brookner,5/15/1954
Honglan,Peris,4/12/1960
Heon,Lindqvist,8/11/1961
Wayne,Rajaraman,1/26/1960
Makato,Arlazarov,11/1/1955
Etsuo,Eldridge,4/28/1960
Nechama,Kilgore,9/27/1962
Phillip,McClurg,5/18/1959
Rutger,Kroft,5/26/1962
Cristinel,Luon,8/8/1961
Leen,Zambonelli,12/27/1960
Nitsan,Woycyznski,10/6/1963
Kazuhira,Bugrara,2/17/1962
Kellyn,Aingworth,8/26/1953
Miquel,Hanabata,9/20/1955
Herbert,Conia,12/23/1961
Morrie,Alameldin,11/23/1962
Aamod,Penttonen,1/25/1956
Yifei,Pashtan,6/28/1964
Xudong,Ramalingam,9/13/1959
Ugo,Castellani,2/10/1953
Nitsan,Lichtman,4/26/1954
Mircea,Rajaraman,4/8/1962
Feixiong,Mersereau,4/12/1953
JoAnne,Emden,7/22/1962
Raimond,Barinka,1/13/1961
Xiadong,Melski,11/27/1954
Renny,Baaz,10/29/1956
Boutros,Lamparter,6/18/1962
Gal,Rettelbach,8/1/1962
Vugranam,Tischendorf,9/16/1955
Aleksander,Bratten,2/26/1955
Mrinalini,Peres,7/3/1960
Eberhardt,Keirsey,2/11/1954
Hailing,Olano,12/10/1960
Masanao,Giarratana,4/13/1957
Siddarth,Vecchio,11/17/1960
Guther,Thiran,3/19/1960
Barry,Georgakopoulos,3/21/1952
Uta,Henseler,3/15/1957
Munehiko,Hofstetter,10/31/1954
Mariangiola,Pavlopoulou,2/23/1961
Taizo,Reistad,6/15/1961
Giri,Flanders,11/25/1953
Arto,Meriste,8/20/1957
Eric,Pews,4/26/1956
Padma,Argence,12/23/1953
Moie,Brattka,12/31/1953
Zhilian,Kropatsch,3/11/1960
Deborah,Peck,7/9/1960
Xinglin,Rindone,4/23/1956
Susuma,Zweizig,1/3/1957
Mingzeng,Picaronny,1/16/1954
Berto,Underwood,9/28/1962
Luerbio,Luders,4/11/1964
Armond,Chandrasekhar,7/7/1959
Yuguang,Rando,12/18/1959
Kenroku,Barreiro,10/30/1959
Bogdan,Egerstedt,6/9/1959
Djenana,Slobodova,4/28/1955
Kazuhide,Marzano,12/8/1952
Toney,Poulakidas,6/12/1962
Gudjon,Breugel,8/8/1957
Gritta,Ghandeharizadeh,8/8/1963
Nahum,Benzaken,3/31/1957
Jeanne,Schauser,11/7/1960
Gio,Nicolson,4/8/1960
Shunichi,Bugrara,8/16/1954
Rasikan,Luit,6/8/1962
Volkmar,Plesums,5/27/1953
Shimshon,Flexer,7/28/1963
Claudi,Lally,1/9/1960
Mohan,Hiraishi,7/9/1961
Feipei,Hettesheimer,8/23/1961
Radoslaw,Speckmann,1/16/1956
Mohit,Velardi,10/19/1955
Xiping,Schmittgen,6/4/1955
Chaosheng,Sudbeck,10/21/1962
Tokuyasu,Binkley,9/20/1956
Adit,Falster,2/29/1960
Valter,Wiegley,3/5/1961
Hitomi,Borstler,10/6/1957
Phillip,Panwar,10/4/1955
Feipei,Menhardt,7/23/1953
Froduald,Welham,3/13/1952
Morrie,Chaudhury,2/21/1955
Diederik,Kragelund,1/16/1961
Adil,Decaestecker,8/21/1953
Ymte,Gyimothy,1/4/1955
Martijn,Matteis,7/28/1962
Kerhong,Azadmanesh,3/6/1957
Dung,Mersereau,6/8/1955
Tesuya,Bernick,9/14/1954
Krassimir,Chenney,5/2/1954
Martina,Pews,4/28/1958
Cheong,Luck,5/16/1959
Shaz,Lipner,7/22/1954
Marla,Lunn,1/31/1955
Ingmar,Ladret,11/3/1953
Arto,Panangaden,5/13/1959
Maia,Meriste,10/6/1953
Eran,Stentiford,1/28/1960
Lokesh,Kalorkoti,11/1/1961
Subbu,Schapire,9/21/1959
Remmert,Kalloufi,9/12/1963
Sigeru,Ratzlaff,6/11/1957
Annemarie,Georgatos,3/24/1955
Fumiko,Panangaden,4/30/1958
Arvind,Pews,8/20/1960
Basant,Winter,11/4/1961
Satyanarayana,Spieker,3/2/1960
Chenye,Stassinopoulos,12/30/1956
Heping,Krychniak,3/15/1957
Shugo,Peternell,5/22/1956
Naftaly,Hemaspaandra,10/7/1959
Shen,Stamatiou,8/7/1953
Kankanahalli,Danlos,6/8/1953
Xiaocheng,Deville,6/16/1956
Byong,Maliniak,5/21/1964
Nirmal,Haumacher,3/8/1954
Cheong,Ranai,2/10/1954
Chinho,Erie,11/11/1957
Mabry,Underwood,2/25/1954
Fumiko,Strehl,7/20/1952
Rosita,Litzler,2/23/1962
Yefim,Raney,1/6/1963
Xumin,Sommer,10/28/1964
Ute,Esteva,11/12/1960
Aral,Maierhofer,8/1/1955
Manton,Vieth,2/8/1958
Mana,Kalorkoti,3/29/1956
Guther,Hennings,10/16/1962
Bezalel,Argence,3/30/1963
Adly,Masand,10/28/1963
Duri,Waterhouse,3/4/1955
Vishwani,Quadeer,4/6/1956
Sumant,Reinhart,5/30/1953
Guangming,Spelt,6/21/1964
Hein,Plavsic,10/2/1963
Heather,Morrey,9/21/1955
Youngkon,Ernst,12/25/1958
Wanqing,Kenevan,8/23/1961
Geraldo,Alvarado,9/27/1955
Gopalakrishnan,Wiegley,1/24/1955
Nalini,Oxman,4/4/1960
Chikako,Suri,7/25/1960
Mitsuyuki,Pagter,7/18/1955
Shaw,Munos,1/22/1955
Srinidhi,Murrill,10/11/1962
Vasiliy,Raoux,11/4/1964
Diederik,Boissier,10/2/1964
Vitaly,Ouhyoung,9/6/1963
Mayuri,Pouyioutas,7/21/1957
Radhia,Gopalakrishnan,5/13/1957
Hyuncheol,Danner,7/19/1964
TRUE,Taubman,5/10/1953
Patricia,Benner,3/11/1962
Yishay,Cannata,3/4/1962
Rildo,Hambrick,10/13/1957
Sampalli,Morrow,2/26/1955
Hailing,Reeken,12/8/1958
Duri,Bahk,9/1/1961
Deniz,Ishibashi,8/8/1963
Domenick,Terekhov,5/22/1954
Francesca,Foote,11/26/1960
Arif,Farrag,12/8/1954
Shawna,Matzov,1/3/1962
Sarita,Melski,1/15/1961
Ziyad,Kawashima,8/26/1952
Satoru,Kropp,10/20/1960
Zhonghua,Bennis,2/11/1960
Boalin,Buescher,2/23/1963
Mitsuyuki,Raoux,7/2/1952
Vivian,Papastamatiou,4/8/1958
Luerbio,Gammage,7/23/1953
Tadahiko,Kulisch,3/28/1954
Geoffrey,Ressouche,4/21/1952
Charlene,Uludag,7/28/1964
Ute,Sankaranarayanan,3/15/1963
Horward,Cesareni,7/1/1963
Przemyslawa,Hatcliff,2/22/1960
Sumant,Danecki,9/10/1964
Yinghua,Kandlur,8/2/1955
Alselm,Rikino,1/27/1965
Alper,Standera,10/11/1959
Tesuya,Zobel,2/2/1957
Pintsang,Uludag,4/13/1954
Mana,Marrakchi,11/5/1963
Kellyn,Baja,2/5/1963
Bodo,Merle,12/1/1963
Marke,Babu,12/24/1959
Guenter,Anandan,7/29/1957
Goetz,Crouzet,1/3/1955
Sudhanshu,Sundgren,10/31/1952
Gurbir,Demri,11/6/1956
Adas,Jenevein,11/27/1958
Renny,Crooks,10/28/1953
Ghassan,Bamford,12/21/1957
Qiwen,Servieres,6/18/1955
Nobuyoshi,Carrera,9/26/1959
Debatosh,Veeraraghavan,12/23/1963
Vatsa,Nyanchama,10/21/1957
Barton,Lanphier,1/9/1962
Toshimitsu,Lieblein,9/20/1963
Geoffry,Herbst,6/3/1961
Magdalena,Yeung,10/29/1953
Fumiko,Cools,10/3/1955
Gianluca,Munch,1/16/1961
Jixiang,Marwedel,7/18/1955
Halsur,Przulj,10/18/1959
Marsha,Ranum,12/13/1964
Mary,Linares,11/20/1953
Adit,Hettesheimer,11/17/1959
Maja,Spell,3/2/1957
Rosella,Coullard,6/6/1961
Sumant,Zockler,2/18/1954
Christoper,Rebaine,5/25/1963
Miyeon,Pelz,12/9/1954
Zengping,Tsukuda,9/17/1952
Francesca,Gerteisen,4/11/1952
Erzsebet,Leuchs,5/2/1953
Wuxu,Dichev,3/8/1959
Jaber,Dratva,4/2/1953
Giap,Beausoleil,12/27/1956
Harngdar,Schlenzig,11/3/1953
Marjo,Asrin,3/10/1963
Bodh,Tyugu,7/4/1961
Susanne,Poehlman,9/20/1952
Kotesh,Bakhtari,6/27/1954
Mori,Taubenfeld,10/6/1964
Niteen,Passafiume,6/24/1953
Ramzi,Capobianchi,11/14/1959
Lidong,Valiente,4/7/1963
Karsten,Luit,1/12/1961
Sudharsan,Lamba,5/14/1954
Hisao,Whittlesey,11/12/1955
Nidapan,Ranft,9/22/1954
Gererd,Bultermann,6/12/1963
Taisook,Bierbaum,5/24/1957
Pradeep,Unni,5/7/1957
Srinidhi,Armand,10/20/1958
Szabolcs,Bultermann,7/20/1956
Atilio,Dolinsky,8/9/1953
Yolla,Cools,7/27/1961
Youngkon,Baba,5/22/1957
Mabo,Begiun,4/21/1956
Limsoon,Wossner,9/18/1952
Heekeun,Pocchiola,5/23/1959
Morrie,Holburn,11/29/1962
Vesna,Perelgut,11/30/1954
Kazuhiko,Kermarrec,7/30/1958
Jixiang,Colorni,8/16/1956
Otmar,Foote,11/10/1964
Shuky,Picht,5/14/1964
Adil,Uludag,7/14/1960
Aemilian,Randt,2/8/1953
Goh,Liedekerke,11/12/1955
Guangming,Vitiello,1/21/1958
Jianhao,Liesche,3/17/1959
Elrique,Shigei,5/14/1954
Mechthild,Fiutem,6/22/1963
Marie,Kalloufi,6/29/1963
Kwun,Sooriamurthi,4/29/1954
Taizo,Cincotta,10/27/1959
Heng,Serna,8/5/1959
Aron,Litecky,1/21/1963
Guther,Vakili,3/14/1957
Ingmar,Zeilberger,1/18/1955
Dipayan,Thiria,3/7/1964
Tremaine,Hedayat,1/31/1956
Zeljko,Kossowski,11/7/1957
Itzchak,Reeker,1/14/1953
Sudharsan,Silva,3/18/1957
Josyula,Bennet,12/27/1961
Yucai,Boissier,7/2/1961
Petter,Rando,1/4/1962
Fei,Cochrane,8/3/1961
Vidar,Bridgland,5/20/1952
Parviz,Sanella,11/6/1952
Lein,Ciolek,4/14/1964
Kellyn,Schurmann,3/11/1955
Terresa,Farrow,8/21/1960
Tomokazu,Breugel,7/14/1964
Odoardo,Erni,6/22/1964
Charlene,Bakhtari,6/28/1955
Xumin,Pepe,3/5/1962
Adam,Syrzycki,5/17/1954
Shen,Erman,6/24/1962
Geoff,Kuszyk,11/26/1964
Kannan,Birsak,3/11/1956
Alselm,Seuren,6/15/1957
Surveyors,Poujol,11/23/1959
Jaana,Lammel,7/8/1952
Mandell,Karcich,1/9/1955
Satyanarayana,Chimia,9/22/1954
Sanjay,Wilfing,7/23/1958
Leah,Georg,3/22/1954
Masako,Schwaller,4/12/1954
Jagoda,Avouris,10/20/1961
Ult,Cunliffe,9/21/1960
Duangkaew,Itzigehl,12/8/1953
Achilleas,Wuwongse,4/6/1964
Magdalena,Mikschl,3/13/1959
Marko,Talmor,3/7/1964
Shay,Landherr,8/18/1961
Izaskun,Besselaar,3/4/1954
Gianluca,Waymire,4/17/1964
Georg,Khalil,9/25/1962
Syozo,Beeson,12/17/1954
Rosalie,Picci,2/22/1958
Mohammed,Beetstra,6/19/1959
Werner,Leijenhorst,6/20/1958
Kwangsub,Haraldson,5/17/1952
Nevio,Vidya,7/21/1956
Kristinn,Alpin,12/3/1959
Gudjon,Petersohn,11/4/1952
Fei,Bellone,9/8/1954
Fumiyo,Erva,11/26/1961
Kish,Linares,11/12/1955
Nigel,Pagter,8/21/1960
Golgen,Bergere,12/23/1957
Zhiguo,Rathonyi,6/28/1958
Sukumar,Dengi,11/22/1955
Zhaofang,Rosiles,2/26/1956
Zhaofang,Gaughan,8/29/1958
Van,Brickell,11/3/1957
Hercules,Eterovic,4/25/1963
Kazuhide,Brodal,1/16/1962
Arno,Thebaut,2/25/1953
Ewing,Zongker,10/12/1954
Ymte,Waeselynck,4/27/1963
Persi,Orlowski,3/15/1959
Stein,Munro,5/21/1959
Bernt,Benzmuller,2/12/1957
Panayotis,Sherertz,8/1/1956
Vishwani,Begiun,12/26/1954
Huiqun,Gihr,5/29/1963
Charlene,Bridgland,6/6/1958
Danel,Thiran,5/16/1960
Herb,Cichocki,10/6/1963
Doohun,Jumpertz,9/16/1960
Keiichiro,Plesums,6/9/1952
Ekawit,Chimia,2/3/1958
Jouko,Roisin,5/6/1961
Waiman,McFarlan,12/23/1960
Dietrich,Borovoy,12/18/1952
Slavian,Manderick,5/29/1957
Lech,Benzmuller,1/18/1964
Berry,Falco,8/5/1953
Randi,Barinka,11/21/1957
Evgueni,Junet,4/5/1952
Masamitsu,Zhiwei,5/5/1962
Masoud,Duclos,6/6/1961
Kazuhira,Remmers,4/12/1955
Lene,Brobst,11/23/1953
Rildo,Zeilberger,2/9/1961
Arup,Ratnaker,11/16/1956
Tonny,Swiss,2/18/1953
Armond,Muniz,11/22/1964
Shuichi,Dulli,9/24/1963
Nectarios,DiGiano,10/16/1955
Neelam,Speel,9/17/1963
Rayond,Arlazarov,9/21/1963
Kensei,Kroon,1/9/1956
Yuichiro,Flowers,5/20/1961
Leif,Azumi,11/29/1961
Wilmer,Luke,9/7/1961
Morris,Fargier,1/21/1953
Yishai,Erol,9/29/1964
Shigeu,Nooteboom,3/21/1952
Yongmao,Akaboshi,6/1/1962
Makato,Vendrig,11/9/1962
Arra,Nivat,6/25/1962
Sanjeeva,Hardjono,9/9/1962
Wanqing,Ranze,4/25/1958
Zongyan,Millington,2/26/1963
Aloys,Kushner,10/22/1957
Shir,Luca,8/4/1959
Charlene,Beilner,11/18/1955
Masamitsu,Melter,8/7/1961
Rutger,Pero,12/4/1958
Morrie,Leuchs,2/28/1959
Avishai,McFarlin,1/21/1963
Rosella,Hedayat,11/3/1961
Francesca,Sadowski,3/27/1961
DAIDA,Maraist,2/14/1956
Dinkar,Heuser,7/7/1952
Foong,Peres,6/30/1956
Heather,Uhrig,2/20/1955
Jiang,Callaway,8/5/1958
Shuho,Litecky,4/23/1958
Clyde,Montresor,10/13/1962
Ulf,Braunmuhl,11/16/1963
George,Schwartzburd,9/18/1962
Rance,Mitzlaff,12/11/1962
Mang,Masada,4/9/1955
Yakichi,Thiran,11/23/1964
Leaf,Baak,1/18/1965
Ranga,Perelgut,4/29/1959
Sukumar,Sommen,12/29/1963
Aral,Pashtan,6/18/1952
Guttorm,Radivojevic,8/1/1959
Yongqiao,Berendt,5/23/1953
Palash,Ponthieu,2/17/1963
Lillian,Delgrande,12/17/1957
Alagu,Einsfeld,9/12/1953
Lalit,Luon,4/14/1962
Claudi,Bahr,11/23/1959
Toshimitsu,Angot,2/16/1958
Aran,Docker,9/21/1957
Kristinn,Gist,12/11/1958
Nagui,Saoudi,1/26/1956
Ayonca,Radhakrishnan,5/10/1956
Georgy,Baek,5/1/1952
Sajjan,Gils,4/16/1961
Sajjan,Llado,10/27/1953
Cullen,Wynblatt,10/8/1954
Rosalie,Dayana,11/16/1960
Zhilian,Lally,9/1/1958
Shuichi,Wroclawski,4/3/1953
Koichi,Bierman,2/25/1958
Toshimo,Kavvadias,6/10/1960
Faiza,Kolvik,9/24/1952
Arch,Yemenis,3/22/1958
Takanari,Schach,11/5/1955
Niranjan,Aumann,9/9/1952
Sajjan,Uehara,3/14/1958
Breannda,Cherinka,11/27/1961
Fumiya,Sanella,5/15/1954
Youssef,Morton,1/5/1961
Atilio,Gist,1/17/1960
Zhiwei,Tomescu,10/28/1964
Georgi,Hambrick,3/18/1959
Dannz,Budinsky,4/26/1964
Takushi,Arlazarov,4/30/1963
Alejandro,Whitcomb,7/13/1963
Turgut,Remmers,2/3/1963
Goncalo,Iisaka,3/28/1961
Shahab,Standera,8/17/1963
Martina,Shackel,7/26/1961
Qiwen,Kinley,10/2/1953
Nathan,Reistad,2/13/1954
Nathalie,Biron,6/8/1963
Abdulla,Schaap,1/26/1956
Lobel,Rabehasaina,4/10/1954
Horward,Knightly,4/16/1952
Lech,Miyakawa,2/5/1963
Irena,Llado,4/9/1954
Hidefumi,Merro,2/24/1962
Mayumi,Danecki,4/7/1960
Genta,Kalloufi,2/6/1960
Billie,Luiz,11/15/1962
Sahrah,Thibadeau,7/24/1961
Mana,Denny,3/7/1956
Jaques,Antonakopoulos,4/17/1955
Uriel,Sadowsky,4/14/1961
Kazuhide,Trumbly,10/29/1956
Marc,Bain,12/5/1960
Zeydy,Feldhoffer,9/21/1958
Slavian,Kumaresan,11/3/1958
Ottavia,Uhrig,2/28/1963
Sanjoy,Vandervoorde,2/16/1961
Yinlin,Landherr,8/28/1958
Tsz,Shumilov,8/9/1953
Roddy,Burnard,9/21/1959
Karlis,Mandell,8/5/1962
Suvo,Siochi,12/3/1963
Szabolcs,Mandelberg,5/4/1963
Sorina,Valtorta,8/11/1961
Maria,Marrevee,5/21/1958
Dharmaraja,Lorie,10/14/1952
Hitomi,Wolniewicz,10/1/1958
Kristina,Ruther,5/14/1955
Arumugam,Rindone,8/14/1960
Zhongwei,Schaap,5/21/1962
Bangqing,Rosis,2/1/1963
Kristine,Schwabacher,1/12/1955
Sumant,Eppinger,4/12/1953
Sachar,Liedekerke,12/9/1955
Ramachenga,Mandell,5/19/1961
Mark,Ariola,7/11/1954
Yuichiro,Scallan,9/28/1955
Remco,Schapire,6/8/1952
Premsyl,Nitto,5/16/1953
Shuzo,Rullman,12/13/1961
Golgen,Gerlach,5/21/1958
Hein,Puppe,1/26/1959
Vesna,Krohn,1/27/1961
Huiqun,DuCasse,7/6/1952
Kazuhisa,Fontan,9/8/1952
Tamiya,Wroclawski,3/20/1952
Tuval,Rabejac,1/6/1962
Iara,Kragelund,4/30/1954
Manohar,Harllee,1/23/1965
Froduald,Kumaresan,11/4/1952
Mandell,Vingron,1/27/1964
Danel,Setiz,4/12/1953
Khosrow,Plump,4/29/1957
Leen,Salvesen,5/14/1955
